filepath,label,split,aug_type,mic_type,experiment,mel_path,group,orig_filepath,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original,is_original,orig_experiment,duration_s,rms,rms_db,peak,zcr,mel_total_energy,centroid_mean,centroid_std,rolloff_mean,rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_entropy_mean,spectral_contrast_mean,mfcc_0_mean,mfcc_1_mean,chroma_mean_first,chroma_mean,chroma_std,tonnetz_0_mean,harmonic_percussive_ratio,tempo,onset_rate,crest_factor,wavelet_total_energy
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_364.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_364_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0787990763783454,-22.06957744785072,0.999969482421875,0.2027214099304068,42.08219528198242,6252.32133587854,395.3934559325863,11739.914639654711,498.5929713981251,0.1283203065395355,0.0262477006763219,5263.7150619420345,195.5900549712005,9.490983,12.86426839371911,-82.36653137207031,57.44979095458984,0.3615725636482239,0.5118151903152466,0.24752739071846,-0.005809395033125,1.5457417,123.046875,10.3974609375,12.499448,4587.8603515625
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_017.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_017_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0035676998086273,-48.95223365491052,0.33331298828125,0.2499330835117773,0.1538067013025283,6798.740299156865,2119.618067577421,11649.970096694326,4122.796643262839,0.0096741830930113,0.0167131945490837,4645.067725346459,1680.27934779776,9.492238,21.552584573135395,-649.0691528320312,3.7868151664733887,0.2718921601772308,0.3063413202762604,0.3181357681751251,0.0002707197817041,0.10264449,117.45383522727272,4.060546875,53.858192,27.45368194580078
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_509.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_509_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0027103875763714,-51.33937172002236,0.16143798828125,0.2759625093687541,0.0643537864089012,6975.920128124754,2100.2519931622187,11363.161668262825,3381.5023560914865,0.0101114157587289,0.0145614361390471,4538.3813929491935,1018.2808166554174,9.640764,21.964502764319832,-653.86767578125,0.6798820495605469,0.2400006651878357,0.3044321238994598,0.3173072040081024,-0.0020978088788293,0.12761949,123.046875,4.995703125,37.157578,14.497079849243164
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_015.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\sin_desgaste\broca_6_2_015_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.0853253602981567,-21.37843737335677,0.999969482421875,0.1445240933127914,62.44194412231445,5978.8328135634665,429.5335714815634,12895.44776138824,977.7028209629548,0.08122069388628,0.0299154724925756,5929.252710092495,393.776489338145,9.314669,13.218126642964275,-92.90485382080078,74.00387573242188,0.2685806453227997,0.3656255006790161,0.2737717628479004,-0.0165010138698567,2.5644283,123.046875,9.07265625,11.574929,5732.09326171875
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_590.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\desgastado\limpio_broca_6_2_590_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,desgastado,True,,17.41496598639456,0.00305364606902,-50.30362573553692,0.84466552734375,0.2568434194911725,1.463913917541504,6860.418833714591,2157.9459398066506,11516.49069890906,3995.204492694658,0.0146759133785963,0.0195625852793455,4687.557479593887,1137.836639920993,9.347889,19.509678282468126,-632.5535278320312,5.948785305023193,0.1963331401348114,0.2826990783214569,0.3199848234653473,-0.0002741457748654,0.031889986,107.666015625,1.95234375,58.079147,162.43899536132812
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_224.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_224_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0875226780772209,-21.157588029583817,0.999969482421875,0.1582210167180213,64.89570617675781,6063.167174470975,549.7248787054444,12551.016932721936,959.4821667506228,0.097517691552639,0.0395132601261138,5761.05179977277,347.4674703915639,9.403284,12.896523139537988,-84.719482421875,70.97620391845703,0.3902563750743866,0.4659784734249115,0.2717484831809997,-0.0129094222720783,1.8104411,126.04801829268293,10.910156249999998,11.171164,6153.90234375
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_171.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_171_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0801514834165573,-21.921768698363383,0.999969482421875,0.1524478472684876,56.99176406860352,6046.541028759427,502.3259098256947,12753.107693829112,912.12058075365,0.0921142697334289,0.0372094064950943,5855.825432649418,342.0290084168027,9.367313,12.909012650368629,-95.03256225585938,72.8563232421875,0.3228504359722137,0.4135670661926269,0.2692726254463196,-0.00144944921665,2.3329813,129.19921875,9.244921875,12.311285,5066.87744140625
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_408.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_408_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.1027025207877159,-19.768377925680905,0.999969482421875,0.1871713424562812,80.6850357055664,5923.269125232974,469.0541452263251,11269.534804938436,611.6871009783131,0.1075106859207153,0.0293921455740928,5142.11757979412,172.95570970813452,9.42295,12.980506045143514,-57.909812927246094,65.2544937133789,0.506698727607727,0.5450378060340881,0.2398872971534729,0.0066504862310699,1.8937572,117.45383522727272,8.3056640625,9.609082,7762.6513671875
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_108.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_108_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0658136680722236,-23.63367805618996,0.999969482421875,0.1392779162849766,42.80112838745117,5711.09220169942,518.6636308149108,12303.96610592938,993.8861882533864,0.0761651843786239,0.0320005677640438,5810.09141947293,363.7965958564637,9.276537,13.0942994393542,-119.91128540039062,79.29486846923828,0.4371054172515869,0.4714060127735138,0.2725681960582733,-0.0019738928717859,2.5646496,126.04801829268293,10.68046875,14.688697,3559.7236328125
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_438.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_438_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0671369433403015,-23.46076869733585,0.999969482421875,0.196981634639407,33.10799026489258,6102.462392828616,488.4676957627048,11602.264863788723,582.5286396805042,0.1172568276524543,0.025923054665327,5209.744412107124,173.15895562554607,9.460618,12.97391308026937,-98.03168487548828,62.66294860839844,0.4539601504802704,0.5482439994812012,0.2469963580369949,-0.0078399671295124,1.687694,123.046875,11.13984375,14.676411,3565.37255859375
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_006.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\sin_desgaste\broca_6_2_006_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.1018674299120903,-19.839293008205708,0.999969482421875,0.1274674305671219,96.70565795898438,5807.682277642471,367.538812263841,12907.871314956696,932.1292382902096,0.0672343969345092,0.0215798541903495,6023.774714069226,306.40235330877965,9.212406,13.239179623950164,-83.11459350585938,78.69569396972656,0.2856597304344177,0.4099645614624023,0.270731657743454,-0.0189167889265064,4.1592646,123.046875,10.910156249999998,9.467262,8568.5830078125
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_304.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_304_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0737951770424842,-22.639440408213577,0.999969482421875,0.2098317918262824,36.58999252319336,6379.079999442407,522.7345740030204,11856.589064321704,706.1924359265117,0.1337119042873382,0.0358004346489906,5247.7601066201205,167.96189537852868,9.51055,13.102905472355388,-88.00680541992188,56.10906219482422,0.3364683091640472,0.4562967717647552,0.2503184080123901,0.0046096219014414,1.7782437,123.046875,10.393359375,13.41211,4269.91796875
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_013.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_013_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.0054168789647519,-45.32501720406608,0.236083984375,0.2509655021652232,0.3869372606277466,6825.1833400998285,2176.4860872480854,12052.396319120586,4056.689433087251,0.0073655094020068,0.0125068332999944,4775.216315103505,1559.7050107218,9.584195,22.118149307262176,-590.295654296875,5.829197406768799,0.2618802189826965,0.289154440164566,0.3166346848011017,-0.0039555344422162,0.20479539,114.84375,8.268749999999999,26.231483,62.21342086791992
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_072.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_072_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.038638487458229,-28.25959763372857,0.999969482421875,0.1437114840106595,12.915371894836426,5805.1219403677,528.1096295068724,12461.986247449617,874.0952186062768,0.0782977789640426,0.0314412862062454,5822.493707621702,337.49253929243923,9.292568,13.138559812753645,-170.03591918945312,76.89513397216797,0.4138048589229584,0.476163774728775,0.2736806571483612,-0.0050945535169164,2.2882686,123.046875,8.0390625,25.49356,1181.6702880859375
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_283.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_283_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0754162669181823,-22.450699365292536,0.999969482421875,0.210341217833944,37.14932632446289,6299.5936821019895,438.197620133314,11682.300666743004,571.3762109194444,0.1278382539749145,0.0277960170060396,5208.13479038182,175.702828461127,9.49305,13.071372645270618,-86.74173736572266,56.440067291259766,0.3676083981990814,0.520849883556366,0.2466556578874588,0.0137088143241377,1.5976824,123.046875,9.130078125,13.109025,4469.322265625
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_589.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\desgastado\limpio_broca_6_2_589_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,desgastado,True,,18.575963718820866,0.0031696422956883,-49.9797946568426,0.700103759765625,0.2546366894714241,1.3991495370864868,6968.2289484724815,2062.2078906948705,11924.471887687385,3647.868552032586,0.01503920648247,0.0197288934141397,4845.165291214296,1104.6224535436586,9.2983,19.50397154488152,-597.9931030273438,7.113514423370361,0.2498437315225601,0.2962243556976318,0.3200356960296631,-0.0076210158815496,0.2300978,151.99908088235293,2.1533203125,56.822453,124.35833740234376
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_027.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\sin_desgaste\broca_6_2_027_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.0849311724305152,-21.41865760307625,0.999969482421875,0.1494065805088274,61.411415100097656,5976.256879099875,442.2905962822968,12885.31955258994,1022.5463587176952,0.0837500467896461,0.0280781555920839,5947.43982409133,356.52209946335205,9.317674,13.104920224353451,-90.9159927368164,75.00398254394531,0.2620168626308441,0.4172437191009521,0.2749187052249908,-0.0003352071638486,2.1871603,126.04801829268293,8.61328125,11.604054,5703.763671875
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_589.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\desgastado\broca_6_2_589_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,desgastado,True,,18.575963718820866,0.0235140733420848,-32.573442593869615,0.999969482421875,0.1855084468691442,8.02878189086914,6123.320554899935,574.5001277522153,11676.026336079012,750.1233382716447,0.1065681427717208,0.0346115417778492,5226.502079025989,192.0861243092733,9.436232,13.045985001451673,-221.6954040527344,62.78029251098633,0.3342738151550293,0.4772983193397522,0.2678797543048858,-0.013025315992824,1.330859,123.046875,4.3604736328125,33.24977,740.9561767578125
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_078.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_078_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0418559573590755,-27.56485438186545,0.999969482421875,0.1313382224350433,17.251558303833008,5743.863686486096,488.1113682441684,12492.987747751498,908.47679791018,0.0741451233625412,0.0306399054825305,5844.032822975704,335.1404371367699,9.275818,13.153821253691246,-165.88230895996094,79.47266387939453,0.2284611910581588,0.3694920241832733,0.2745753228664398,-0.0320485393936949,2.6543276,129.19921875,10.278515625,23.401289,1403.096435546875
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_407.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_407_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,18.575963718820866,0.1126768290996551,-18.96330765695363,0.999969482421875,0.197025296689569,93.13992309570312,6205.0333234241,381.3460393413744,11752.609758061368,519.2778757829891,0.1179710701107978,0.022141009569168,5234.478354251617,193.93344347513465,9.4675665,12.945984648059502,-50.17437362670898,59.31502914428711,0.3495719134807586,0.5069284439086914,0.262884259223938,0.0019218191367011,1.7984083,129.19921875,12.166259765625,8.750527,10698.11328125
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_461.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_461_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0848840847611427,-21.42347458261329,0.999969482421875,0.2007180759701865,53.361629486083984,6181.43448791572,511.17110593782223,11669.08808840981,665.1116170436554,0.1212921142578125,0.0292010363191366,5211.617846336923,175.01076381153592,9.469148,12.913711811655814,-75.70878601074219,61.47986602783203,0.4258343875408172,0.5411214232444763,0.2522279322147369,-0.005876911617415,1.6566151,126.04801829268293,9.8765625,11.5683565,5738.88720703125
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_007.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_007_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.0054115280508995,-45.33360156001848,0.35528564453125,0.2492098366713857,0.5222105979919434,6745.860684594473,2154.9305903984564,11786.179363497253,3963.343206364689,0.0071621239185333,0.012526299804449,4768.876696874065,1545.693494025583,9.441895,21.820126347787934,-605.2733154296875,13.61032772064209,0.2827927470207214,0.2973718345165252,0.3175285756587982,-0.003892119191101,0.14686233,123.046875,5.053125,31.506556,97.66053009033205
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_196.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_196_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0014496258227154,-56.7748810678538,0.341766357421875,0.2641266499417055,0.0220548454672098,7226.061648843016,2048.2789025869465,12335.74228509119,3739.2167998044433,0.0108988163992762,0.0156310945749282,4853.129868307006,1584.0860005918184,9.570633,20.42280411125607,-740.1005249023438,8.248687744140625,0.273163378238678,0.2957695722579956,0.3152174949645996,0.0052498841788165,0.10467722,132.51201923076923,4.880859375,143.88405,4.3332133293151855
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_492.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_492_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0526133812963962,-25.57807571482474,0.999969482421875,0.1889550846310792,22.938648223876957,6029.627337629162,551.5714944374675,11429.497132120254,697.2155274156283,0.107280746102333,0.0298504177480936,5179.423504663897,169.56499855871527,9.414189,13.100461879198154,-127.7088394165039,64.81967163085938,0.4502292275428772,0.5169664025306702,0.2619006037712097,-0.0188004657394395,1.915374,117.45383522727272,8.555859374999999,18.54219,2233.654052734375
D:/dataset/Con falla limpios/6mm_A100/E4_Micrófono2 (condensador)/limpio_broca_6_2_591.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\desgastado\limpio_broca_6_2_591_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,desgastado,True,,18.575963718820866,0.0076087275519967,-42.37375921653494,0.684173583984375,0.2812057771509993,5.017073154449463,7710.104441214336,2922.7058735775,13723.819158436134,5269.370570379723,0.0252578556537628,0.0273868069052696,5485.929175003595,1585.6471177666383,9.328085,17.560437658683174,-548.7083740234375,10.677608489990234,0.2907288670539856,0.3273220658302307,0.326381117105484,0.0025436227161926,0.0524637,132.51201923076923,2.4224853515625,27.936268,491.3441162109375
